,game_id,posteam,total_passing_yards,total_rushing_yards,passing_attempts,rushing_attempts,sacks_allowed,interceptions_thrown,fumbles_lost,home_team,away_team,total_home_score,total_away_score
156,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,9,8
157,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,9,10
158,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,9,13
159,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,15,13
160,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,16,13
161,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,19,13
162,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,25,13
163,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,26,13
164,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,26,19
165,2024_01_DEN_SEA,SEA,158.0,150.0,28.0,33.0,2.0,1.0,0.0,SEA,DEN,26,20
166,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,0,0
167,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,0,3
168,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,0,6
169,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,6,6
170,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,7,6
171,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,7,12
172,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,13,12
173,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,14,12
174,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,14,18
175,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,14,19
176,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,17,19
177,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,23,19
178,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,24,19
179,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,24,25
180,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,24,26
181,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,30,26
182,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,31,26
183,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,31,29
184,2024_01_GB_PHI,GB,251.0,163.0,37.0,22.0,2.0,1.0,0.0,PHI,GB,34,29
185,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,0,0
186,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,0,3
187,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,0,6
188,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,6,6
189,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,7,6
190,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,7,12
191,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,13,12
192,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,14,12
193,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,14,18
194,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,14,19
195,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,17,19
196,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,23,19
197,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,24,19
198,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,24,25
199,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,24,26
200,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,30,26
201,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,31,26
202,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,31,29
203,2024_01_GB_PHI,PHI,266.0,144.0,36.0,38.0,2.0,2.0,1.0,PHI,GB,34,29
204,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,0,0
205,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,0,3
206,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,6,3
207,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,7,3
208,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,7,6
209,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,7,12
210,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,7,15
211,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,13,15
212,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,13,21
213,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,13,22
214,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,19,22
215,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,20,22
216,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,20,28
217,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,20,29
218,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,26,29
219,2024_01_HOU_IND,HOU,204.0,215.0,36.0,41.0,4.0,0.0,0.0,IND,HOU,27,29
220,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,0,0
221,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,0,3
222,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,6,3
223,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,7,3
224,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,7,6
225,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,7,12
226,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,7,15
227,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,13,15
228,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,13,21
229,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,13,22
230,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,19,22
231,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,20,22
232,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,20,28
233,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,20,29
234,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,26,29
235,2024_01_HOU_IND,IND,199.0,104.0,21.0,23.0,2.0,1.0,0.0,IND,HOU,27,29
236,2024_01_JAX_MIA,JAX,139.0,128.0,24.0,26.0,3.0,0.0,1.0,MIA,JAX,0,0
