game_id,rush_attempt,pass_attempt,sack,passing_yards,rushing_yards,home_team,away_team,total_home_score,total_away_score,is_home_team,win
2024_10_DET_HOU,28.0,37.0,4.0,232.0,56.0,HOU,DET,23,26,True,0
2024_10_MIA_LA,18.0,50.0,4.0,293.0,70.0,LA,MIA,15,23,True,0
2024_10_MIA_LA,22.0,31.0,3.0,207.0,67.0,LA,MIA,15,23,False,1
2024_10_MIN_JAX,18.0,25.0,3.0,111.0,56.0,JAX,MIN,7,12,True,0
2024_10_MIN_JAX,43.0,39.0,1.0,241.0,169.0,JAX,MIN,7,12,False,1
2024_10_NE_CHI,20.0,39.0,9.0,120.0,73.0,CHI,NE,3,19,True,0
2024_10_NE_CHI,35.0,26.0,1.0,184.0,144.0,CHI,NE,3,19,False,1
2024_10_NYG_CAR,32.0,26.0,1.0,126.0,188.0,CAR,NYG,20,17,True,1
2024_10_NYG_CAR,34.0,39.0,2.0,190.0,167.0,CAR,NYG,20,17,False,0
2024_10_NYJ_ARI,32.0,25.0,1.0,266.0,147.0,ARI,NYJ,31,6,True,1
2024_10_NYJ_ARI,17.0,38.0,3.0,151.0,79.0,ARI,NYJ,31,6,False,0
2024_10_PHI_DAL,24.0,32.0,3.0,66.0,97.0,DAL,PHI,6,34,True,0
2024_10_PHI_DAL,38.0,27.0,5.0,207.0,187.0,DAL,PHI,6,34,False,1
2024_10_PIT_WAS,43.0,32.0,3.0,195.0,140.0,WAS,PIT,27,28,False,1
2024_10_PIT_WAS,22.0,37.0,3.0,202.0,60.0,WAS,PIT,27,28,True,0
2024_10_SF_TB,22.0,39.0,3.0,353.0,75.0,TB,SF,20,23,False,1
2024_10_SF_TB,27.0,31.0,2.0,116.0,110.0,TB,SF,20,23,True,0
2024_10_TEN_LAC,39.0,18.0,0.0,164.0,145.0,LAC,TEN,27,17,True,1
2024_10_TEN_LAC,21.0,30.0,7.0,175.0,132.0,LAC,TEN,27,17,False,0
2024_11_ATL_DEN,21.0,35.0,4.0,197.0,50.0,DEN,ATL,38,6,False,0
2024_11_ATL_DEN,26.0,34.0,1.0,307.0,105.0,DEN,ATL,38,6,True,1
2024_11_BAL_PIT,19.0,36.0,2.0,207.0,124.0,PIT,BAL,18,16,False,0
2024_11_BAL_PIT,34.0,40.0,4.0,205.0,122.0,PIT,BAL,18,16,True,1
2024_11_CIN_LAC,25.0,53.0,3.0,356.0,110.0,LAC,CIN,34,27,False,0
2024_11_CIN_LAC,25.0,38.0,2.0,297.0,155.0,LAC,CIN,34,27,True,1
2024_11_CLE_NO,20.0,52.0,3.0,395.0,66.0,NO,CLE,35,14,False,0
2024_11_CLE_NO,28.0,30.0,1.0,266.0,214.0,NO,CLE,35,14,True,1
2024_11_GB_CHI,34.0,35.0,3.0,231.0,179.0,CHI,GB,19,20,True,0
2024_11_GB_CHI,26.0,18.0,1.0,261.0,106.0,CHI,GB,19,20,False,1
2024_11_HOU_DAL,18.0,61.0,5.0,358.0,64.0,DAL,HOU,10,34,True,0
2024_11_HOU_DAL,25.0,35.0,1.0,257.0,141.0,DAL,HOU,10,34,False,1
2024_11_IND_NYJ,36.0,33.0,2.0,272.0,91.0,NYJ,IND,27,28,False,1
2024_11_IND_NYJ,20.0,32.0,3.0,184.0,91.0,NYJ,IND,27,28,True,0
2024_11_JAX_DET,43.0,33.0,0.0,449.0,196.0,DET,JAX,52,6,True,1
2024_11_JAX_DET,17.0,30.0,1.0,138.0,41.0,DET,JAX,52,6,False,0
2024_11_KC_BUF,31.0,40.0,0.0,262.0,104.0,BUF,KC,30,21,True,1
2024_11_KC_BUF,17.0,35.0,2.0,196.0,78.0,BUF,KC,30,21,False,0
2024_11_LA_NE,24.0,27.0,0.0,295.0,107.0,NE,LA,22,28,False,1
2024_11_LA_NE,30.0,43.0,3.0,282.0,125.0,NE,LA,22,28,True,0
2024_11_LV_MIA,17.0,46.0,3.0,282.0,60.0,MIA,LV,34,19,False,0
2024_11_LV_MIA,26.0,38.0,2.0,288.0,82.0,MIA,LV,34,19,True,1
2024_11_MIN_TEN,33.0,34.0,2.0,246.0,82.0,TEN,MIN,13,23,False,1
2024_11_MIN_TEN,19.0,36.0,5.0,295.0,33.0,TEN,MIN,13,23,True,0
2024_11_SEA_SF,23.0,36.0,4.0,221.0,94.0,SF,SEA,17,20,False,1
2024_11_SEA_SF,27.0,30.0,2.0,159.0,131.0,SF,SEA,17,20,True,0
2024_11_WAS_PHI,40.0,30.0,2.0,221.0,228.0,PHI,WAS,26,18,True,1
2024_11_WAS_PHI,28.0,36.0,3.0,191.0,93.0,PHI,WAS,26,18,False,0
